Source;Target;Weight;Label;Type
AVIVA;RO;4;4;undirected
BARCLAYS;RO;1;1;undirected
BP;RO;3;3;undirected
BRITISH AMERICAN TOBACCO;RO;3;3;undirected
BT GROUP;RO;1;1;undirected
BUNZL;RO;2;2;undirected
COMPASS GROUP;RO;1;1;undirected
CRH;RO;2;2;undirected
DIAGEO;RO;1;1;undirected
G4S;RO;3;3;undirected
GKN;RO;1;1;undirected
GLAXOSMITHKLINE;RO;4;4;undirected
IMI;RO;1;1;undirected
INTERCONTINENTAL HOTELS GROUP;RO;1;1;undirected
INTERTEK  GROUP;RO;2;2;undirected
MARKS AND SPENCER GROUP;RO;1;1;undirected
PETROFAC INC.;RO;1;1;undirected
RECKITT BENCKISER GROUP;RO;2;2;undirected
SABMILLER;RO;6;6;undirected
SMITHS GROUP;RO;1;1;undirected
TATE & LYLE;RO;2;2;undirected
THE ROYAL BANK OF SCOTLAND GROUP;RO;3;3;undirected
UNILEVER;RO;2;2;undirected
VODAFONE GROUP;RO;3;3;undirected
WPP;RO;11;11;undirected
AMEC ;RO;3;3;undirected
ANGLO AMERICAN;RO;2;2;undirected
ASTRAZENECA;RO;1;1;undirected
AVIVA;TW;2;2;undirected
BARCLAYS;TW;1;1;undirected
BHP BILLITON;TW;1;1;undirected
BP;TW;3;3;undirected
BT GROUP;TW;1;1;undirected
G4S;TW;7;7;undirected
GKN;TW;1;1;undirected
GLAXOSMITHKLINE;TW;3;3;undirected
HSBC;TW;5;5;undirected
IMI;TW;1;1;undirected
IMPERIAL TOBACCO GROUP ;TW;3;3;undirected
INTERTEK  GROUP;TW;3;3;undirected
PEARSON;TW;1;1;undirected
PRUDENTIAL;TW;2;2;undirected
RECKITT BENCKISER GROUP;TW;2;2;undirected
REED ELSEVIER GROUP;TW;1;1;undirected
REXAM;TW;1;1;undirected
ROYAL DUTCH SHELL;TW;2;2;undirected
SCHRODERS;TW;2;2;undirected
SMITH & NEPHEW;TW;1;1;undirected
SMITHS GROUP;TW;1;1;undirected
STANDARD CHARTERED;TW;4;4;undirected
UNILEVER;TW;1;1;undirected
WPP;TW;15;15;undirected
ARM HOLDINGS;TW;1;1;undirected
ASSOCIATED BRITISH FOODS ;TW;1;1;undirected
ASTRAZENECA;TW;1;1;undirected
BABCOCK INTERNATIONAL GROUP ;CY;1;1;undirected
BARCLAYS;CY;2;2;undirected
BP;CY;3;3;undirected
BRITISH AMERICAN TOBACCO;CY;4;4;undirected
BT GROUP;CY;1;1;undirected
CAPITA GROUP;CY;2;2;undirected
COMPASS GROUP;CY;3;3;undirected
DIAGEO;CY;2;2;undirected
EVRAZ PLC;CY;1;1;undirected
G4S;CY;5;5;undirected
GLAXOSMITHKLINE;CY;1;1;undirected
IMPERIAL TOBACCO GROUP ;CY;2;2;undirected
INTERCONTINENTAL HOTELS GROUP;CY;7;7;undirected
MARKS AND SPENCER GROUP;CY;1;1;undirected
PEARSON;CY;2;2;undirected
PETROFAC INC.;CY;2;2;undirected
RECKITT BENCKISER GROUP;CY;1;1;undirected
REXAM;CY;1;1;undirected
RIO TINTO;CY;3;3;undirected
ROYAL DUTCH SHELL;CY;1;1;undirected
SABMILLER;CY;3;3;undirected
SCHRODERS;CY;1;1;undirected
STANDARD CHARTERED;CY;1;1;undirected
UNILEVER;CY;2;2;undirected
VEDANTA RESOURCES;CY;3;3;undirected
VODAFONE GROUP;CY;1;1;undirected
WPP;CY;2;2;undirected
XSTRATA;CY;1;1;undirected
AGGREKO;CY;1;1;undirected
AMEC ;CY;1;1;undirected
ANGLO AMERICAN;CY;2;2;undirected
BAE SYSTEMS;GR;1;1;undirected
BP;GR;5;5;undirected
BRITISH AMERICAN TOBACCO;GR;1;1;undirected
BT GROUP;GR;1;1;undirected
COMPASS GROUP;GR;1;1;undirected
DIAGEO;GR;1;1;undirected
G4S;GR;7;7;undirected
GLAXOSMITHKLINE;GR;1;1;undirected
HSBC;GR;3;3;undirected
IMI;GR;1;1;undirected
IMPERIAL TOBACCO GROUP ;GR;2;2;undirected
INTERTEK  GROUP;GR;1;1;undirected
MARKS AND SPENCER GROUP;GR;1;1;undirected
PEARSON;GR;2;2;undirected
RECKITT BENCKISER GROUP;GR;3;3;undirected
ROLLS-ROYCE GROUP;GR;1;1;undirected
ROYAL DUTCH SHELL;GR;2;2;undirected
SHIRE;GR;1;1;undirected
SMITH & NEPHEW;GR;2;2;undirected
SMITHS GROUP;GR;1;1;undirected
TATE & LYLE;GR;1;1;undirected
UNILEVER;GR;2;2;undirected
VODAFONE GROUP;GR;3;3;undirected
WPP;GR;16;16;undirected
ASTRAZENECA;GR;1;1;undirected
BP;SK;2;2;undirected
BRITISH AMERICAN TOBACCO;SK;1;1;undirected
BT GROUP;SK;1;1;undirected
BUNZL;SK;1;1;undirected
COMPASS GROUP;SK;1;1;undirected
CRH;SK;2;2;undirected
G4S;SK;7;7;undirected
GLAXOSMITHKLINE;SK;2;2;undirected
IMI;SK;1;1;undirected
IMPERIAL TOBACCO GROUP ;SK;1;1;undirected
INTERCONTINENTAL HOTELS GROUP;SK;1;1;undirected
MARKS AND SPENCER GROUP;SK;1;1;undirected
NEXT;SK;1;1;undirected
RECKITT BENCKISER GROUP;SK;1;1;undirected
ROYAL DUTCH SHELL;SK;1;1;undirected
SABMILLER;SK;4;4;undirected
SMITHS GROUP;SK;1;1;undirected
TATE & LYLE;SK;6;6;undirected
TESCO;SK;10;10;undirected
UNILEVER;SK;1;1;undirected
WHITBREAD;SK;1;1;undirected
WPP;SK;9;9;undirected
AMEC ;SK;1;1;undirected
BAE SYSTEMS;IL;2;2;undirected
BRITISH AMERICAN TOBACCO;IL;1;1;undirected
BT GROUP;IL;1;1;undirected
BUNZL;IL;2;2;undirected
CRH;IL;1;1;undirected
G4S;IL;11;11;undirected
GLAXOSMITHKLINE;IL;1;1;undirected
ICAP;IL;2;2;undirected
INTERCONTINENTAL HOTELS GROUP;IL;1;1;undirected
INTERNATIONAL AIRLINES GROUP;IL;1;1;undirected
PEARSON;IL;1;1;undirected
RECKITT BENCKISER GROUP;IL;1;1;undirected
ROLLS-ROYCE GROUP;IL;1;1;undirected
TATE & LYLE;IL;2;2;undirected
UNILEVER;IL;12;12;undirected
WPP;IL;14;14;undirected
ASTRAZENECA;IL;1;1;undirected
BABCOCK INTERNATIONAL GROUP ;SA;1;1;undirected
BAE SYSTEMS;SA;11;11;undirected
BARCLAYS;SA;1;1;undirected
BP;SA;2;2;undirected
BT GROUP;SA;1;1;undirected
BURBERRY GROUP;SA;1;1;undirected
G4S;SA;3;3;undirected
GLAXOSMITHKLINE;SA;1;1;undirected
HSBC;SA;3;3;undirected
INTERCONTINENTAL HOTELS GROUP;SA;2;2;undirected
INTERTEK  GROUP;SA;2;2;undirected
LLOYDS BANKING GROUP;SA;1;1;undirected
PEARSON;SA;1;1;undirected
PETROFAC INC.;SA;2;2;undirected
ROLLS-ROYCE GROUP;SA;1;1;undirected
ROYAL DUTCH SHELL;SA;6;6;undirected
RSA INSURANCE GROUP;SA;1;1;undirected
SMITHS GROUP;SA;1;1;undirected
STANDARD CHARTERED;SA;1;1;undirected
THE WEIR GROUP;SA;1;1;undirected
UNILEVER;SA;1;1;undirected
WPP;SA;7;7;undirected
AMEC ;SA;2;2;undirected
AVIVA;BS;1;1;undirected
BARCLAYS;BS;1;1;undirected
BP;BS;8;8;undirected
HSBC;BS;24;24;undirected
IMPERIAL TOBACCO GROUP ;BS;1;1;undirected
INTERTEK  GROUP;BS;1;1;undirected
LLOYDS BANKING GROUP;BS;7;7;undirected
OLD MUTUAL;BS;1;1;undirected
ROYAL DUTCH SHELL;BS;3;3;undirected
STANDARD LIFE;BS;2;2;undirected
THE ROYAL BANK OF SCOTLAND GROUP;BS;1;1;undirected
THE SAGE GROUP;BS;1;1;undirected
AMEC ;BS;1;1;undirected
BP;MA;1;1;undirected
BT GROUP;MA;3;3;undirected
BURBERRY GROUP;MA;1;1;undirected
G4S;MA;5;5;undirected
GLAXOSMITHKLINE;MA;2;2;undirected
IMPERIAL TOBACCO GROUP ;MA;2;2;undirected
INTERTEK  GROUP;MA;1;1;undirected
RECKITT BENCKISER GROUP;MA;1;1;undirected
REED ELSEVIER GROUP;MA;1;1;undirected
RIO TINTO;MA;1;1;undirected
ROYAL DUTCH SHELL;MA;11;11;undirected
SABMILLER;MA;6;6;undirected
TATE & LYLE;MA;1;1;undirected
THE SAGE GROUP;MA;1;1;undirected
THE WEIR GROUP;MA;1;1;undirected
UNILEVER;MA;3;3;undirected
WPP;MA;8;8;undirected
ASSOCIATED BRITISH FOODS ;MA;1;1;undirected
ASTRAZENECA;MA;1;1;undirected
BABCOCK INTERNATIONAL GROUP ;ZM;1;1;undirected
BARCLAYS;ZM;2;2;undirected
BHP BILLITON;ZM;2;2;undirected
BP;ZM;1;1;undirected
BRITISH AMERICAN TOBACCO;ZM;2;2;undirected
BT GROUP;ZM;1;1;undirected
COMPASS GROUP;ZM;2;2;undirected
EURASIAN NATURAL RESOURCES CORPORATION;ZM;4;4;undirected
G4S;ZM;1;1;undirected
GLAXOSMITHKLINE;ZM;1;1;undirected
GLENCORE INTERNATIONAL;ZM;2;2;undirected
INTERTEK  GROUP;ZM;1;1;undirected
PEARSON;ZM;2;2;undirected
RECKITT BENCKISER GROUP;ZM;1;1;undirected
RIO TINTO;ZM;1;1;undirected
ROYAL DUTCH SHELL;ZM;1;1;undirected
SABMILLER;ZM;9;9;undirected
STANDARD CHARTERED;ZM;2;2;undirected
THE WEIR GROUP;ZM;1;1;undirected
UNILEVER;ZM;2;2;undirected
VEDANTA RESOURCES;ZM;1;1;undirected
VODAFONE GROUP;ZM;1;1;undirected
ANGLO AMERICAN;ZM;2;2;undirected
ASSOCIATED BRITISH FOODS ;ZM;4;4;undirected
BP;VN;3;3;undirected
BRITISH AMERICAN TOBACCO;VN;3;3;undirected
BT GROUP;VN;2;2;undirected
DIAGEO;VN;2;2;undirected
GLAXOSMITHKLINE;VN;1;1;undirected
HSBC;VN;1;1;undirected
IMPERIAL TOBACCO GROUP ;VN;1;1;undirected
INTERTEK  GROUP;VN;1;1;undirected
MEGGITT;VN;1;1;undirected
PRUDENTIAL;VN;9;9;undirected
ROLLS-ROYCE GROUP;VN;1;1;undirected
ROYAL DUTCH SHELL;VN;4;4;undirected
SABMILLER;VN;2;2;undirected
STANDARD CHARTERED;VN;1;1;undirected
TATE & LYLE;VN;1;1;undirected
WPP;VN;11;11;undirected
ASSOCIATED BRITISH FOODS ;VN;1;1;undirected
BARCLAYS;TZ;2;2;undirected
BG GROUP;TZ;2;2;undirected
BRITISH AMERICAN TOBACCO;TZ;3;3;undirected
BT GROUP;TZ;1;1;undirected
COMPASS GROUP;TZ;1;1;undirected
DIAGEO;TZ;4;4;undirected
G4S;TZ;1;1;undirected
PEARSON;TZ;1;1;undirected
RANDGOLD RESOURCES;TZ;1;1;undirected
RECKITT BENCKISER GROUP;TZ;1;1;undirected
ROLLS-ROYCE GROUP;TZ;1;1;undirected
ROYAL DUTCH SHELL;TZ;1;1;undirected
SABMILLER;TZ;3;3;undirected
SERCO GROUP;TZ;1;1;undirected
STANDARD CHARTERED;TZ;2;2;undirected
THE WEIR GROUP;TZ;1;1;undirected
UNILEVER;TZ;5;5;undirected
VODAFONE GROUP;TZ;3;3;undirected
XSTRATA;TZ;4;4;undirected
ASSOCIATED BRITISH FOODS ;TZ;4;4;undirected
AVIVA;LK;5;5;undirected
BRITISH AMERICAN TOBACCO;LK;2;2;undirected
BT GROUP;LK;1;1;undirected
G4S;LK;1;1;undirected
GLAXOSMITHKLINE;LK;2;2;undirected
HSBC;LK;2;2;undirected
INTERTEK  GROUP;LK;2;2;undirected
NEXT;LK;1;1;undirected
PEARSON;LK;1;1;undirected
RECKITT BENCKISER GROUP;LK;1;1;undirected
RIO TINTO;LK;1;1;undirected
UNILEVER;LK;13;13;undirected
VEDANTA RESOURCES;LK;1;1;undirected
WPP;LK;6;6;undirected
ASSOCIATED BRITISH FOODS ;LK;1;1;undirected
BP;UA;1;1;undirected
BRITISH AMERICAN TOBACCO;UA;1;1;undirected
BT GROUP;UA;1;1;undirected
CRH;UA;1;1;undirected
DIAGEO;UA;1;1;undirected
EVRAZ PLC;UA;4;4;undirected
G4S;UA;1;1;undirected
GLAXOSMITHKLINE;UA;2;2;undirected
IMI;UA;2;2;undirected
IMPERIAL TOBACCO GROUP ;UA;2;2;undirected
INTERCONTINENTAL HOTELS GROUP;UA;1;1;undirected
INTERTEK  GROUP;UA;1;1;undirected
RECKITT BENCKISER GROUP;UA;2;2;undirected
ROYAL DUTCH SHELL;UA;6;6;undirected
SABMILLER;UA;1;1;undirected
TATE & LYLE;UA;1;1;undirected
THE WEIR GROUP;UA;1;1;undirected
UNILEVER;UA;1;1;undirected
VODAFONE GROUP;UA;1;1;undirected
WPP;UA;8;8;undirected
ASTRAZENECA;UA;1;1;undirected
BARCLAYS;GI;2;2;undirected
BT GROUP;GI;1;1;undirected
ICAP;GI;6;6;undirected
INTERCONTINENTAL HOTELS GROUP;GI;2;2;undirected
LLOYDS BANKING GROUP;GI;2;2;undirected
MARKS AND SPENCER GROUP;GI;1;1;undirected
NATIONAL GRID;GI;1;1;undirected
PRUDENTIAL;GI;8;8;undirected
SABMILLER;GI;1;1;undirected
SEVERN TRENT;GI;1;1;undirected
SMITHS GROUP;GI;1;1;undirected
TATE & LYLE;GI;1;1;undirected
THE ROYAL BANK OF SCOTLAND GROUP;GI;8;8;undirected
WM MORRISON SUPERMARKETS;GI;3;3;undirected
WOLSELEY;GI;1;1;undirected
ADMIRAL GROUP;GI;1;1;undirected
BABCOCK INTERNATIONAL GROUP ;BW;2;2;undirected
BARCLAYS;BW;2;2;undirected
BHP BILLITON;BW;1;1;undirected
BRITISH AMERICAN TOBACCO;BW;2;2;undirected
BT GROUP;BW;1;1;undirected
COMPASS GROUP;BW;1;1;undirected
G4S;BW;3;3;undirected
MARKS AND SPENCER GROUP;BW;1;1;undirected
OLD MUTUAL;BW;1;1;undirected
PEARSON;BW;2;2;undirected
ROYAL DUTCH SHELL;BW;1;1;undirected
SABMILLER;BW;7;7;undirected
STANDARD CHARTERED;BW;4;4;undirected
THE SAGE GROUP;BW;1;1;undirected
THE WEIR GROUP;BW;1;1;undirected
XSTRATA;BW;1;1;undirected
ANGLO AMERICAN;BW;5;5;undirected
BG GROUP;TT;11;11;undirected
BHP BILLITON;TT;1;1;undirected
BP;TT;7;7;undirected
BRITISH AMERICAN TOBACCO;TT;1;1;undirected
BT GROUP;TT;1;1;undirected
CENTRICA;TT;1;1;undirected
G4S;TT;2;2;undirected
INTERTEK  GROUP;TT;2;2;undirected
JOHNSON MATTHEY;TT;1;1;undirected
PETROFAC INC.;TT;1;1;undirected
ROYAL DUTCH SHELL;TT;2;2;undirected
TULLOW OIL;TT;1;1;undirected
UNILEVER;TT;1;1;undirected
WOLSELEY;TT;1;1;undirected
AGGREKO;TT;1;1;undirected
AMEC ;TT;1;1;undirected
BG GROUP;UY;3;3;undirected
BP;UY;2;2;undirected
BRITISH AMERICAN TOBACCO;UY;1;1;undirected
BT GROUP;UY;1;1;undirected
DIAGEO;UY;1;1;undirected
G4S;UY;1;1;undirected
GKN;UY;2;2;undirected
GLAXOSMITHKLINE;UY;3;3;undirected
HSBC;UY;2;2;undirected
IMPERIAL TOBACCO GROUP ;UY;1;1;undirected
INTERTEK  GROUP;UY;2;2;undirected
LLOYDS BANKING GROUP;UY;1;1;undirected
PEARSON;UY;1;1;undirected
REXAM;UY;1;1;undirected
RSA INSURANCE GROUP;UY;1;1;undirected
STANDARD CHARTERED;UY;1;1;undirected
THE ROYAL BANK OF SCOTLAND GROUP;UY;1;1;undirected
UNILEVER;UY;3;3;undirected
WPP;UY;4;4;undirected
ASSOCIATED BRITISH FOODS ;UY;2;2;undirected
ASTRAZENECA;UY;1;1;undirected
BHP BILLITON;CD;1;1;undirected
BRITISH AMERICAN TOBACCO;CD;2;2;undirected
EURASIAN NATURAL RESOURCES CORPORATION;CD;19;19;undirected
G4S;CD;1;1;undirected
GLENCORE INTERNATIONAL;CD;2;2;undirected
INTERCONTINENTAL HOTELS GROUP;CD;1;1;undirected
RANDGOLD RESOURCES;CD;1;1;undirected
RIO TINTO;CD;2;2;undirected
UNILEVER;CD;1;1;undirected
VODAFONE GROUP;CD;1;1;undirected
XSTRATA;CD;1;1;undirected
AGGREKO;CD;1;1;undirected
ANGLO AMERICAN;CD;2;2;undirected
BARCLAYS;MZ;1;1;undirected
BHP BILLITON;MZ;2;2;undirected
BP;MZ;1;1;undirected
BRITISH AMERICAN TOBACCO;MZ;2;2;undirected
BT GROUP;MZ;1;1;undirected
COMPASS GROUP;MZ;1;1;undirected
EURASIAN NATURAL RESOURCES CORPORATION;MZ;6;6;undirected
G4S;MZ;3;3;undirected
INTERTEK  GROUP;MZ;1;1;undirected
PEARSON;MZ;1;1;undirected
RIO TINTO;MZ;6;6;undirected
SABMILLER;MZ;1;1;undirected
TATE & LYLE;MZ;1;1;undirected
UNILEVER;MZ;1;1;undirected
VODAFONE GROUP;MZ;2;2;undirected
AGGREKO;MZ;1;1;undirected
ANGLO AMERICAN;MZ;2;2;undirected
ASSOCIATED BRITISH FOODS ;MZ;1;1;undirected
BP;PK;1;1;undirected
BRITISH AMERICAN TOBACCO;PK;3;3;undirected
BT GROUP;PK;1;1;undirected
G4S;PK;4;4;undirected
GLAXOSMITHKLINE;PK;1;1;undirected
INTERTEK  GROUP;PK;2;2;undirected
RECKITT BENCKISER GROUP;PK;1;1;undirected
ROYAL DUTCH SHELL;PK;3;3;undirected
STANDARD CHARTERED;PK;5;5;undirected
UNILEVER;PK;6;6;undirected
WPP;PK;2;2;undirected
ANTOFAGASTA;PK;3;3;undirected
ASTRAZENECA;PK;1;1;undirected
BRITISH AMERICAN TOBACCO;CR;2;2;undirected
BT GROUP;CR;2;2;undirected
COMPASS GROUP;CR;1;1;undirected
DIAGEO;CR;3;3;undirected
G4S;CR;3;3;undirected
GLAXOSMITHKLINE;CR;3;3;undirected
HSBC;CR;7;7;undirected
INTERTEK  GROUP;CR;1;1;undirected
MARKS AND SPENCER GROUP;CR;1;1;undirected
RECKITT BENCKISER GROUP;CR;1;1;undirected
SMITHS GROUP;CR;1;1;undirected
UNILEVER;CR;2;2;undirected
WOLSELEY;CR;1;1;undirected
WPP;CR;3;3;undirected
AGGREKO;CR;1;1;undirected
ASTRAZENECA;CR;1;1;undirected
AVIVA;BB;1;1;undirected
BAE SYSTEMS;BB;1;1;undirected
BP;BB;2;2;undirected
BRITISH AMERICAN TOBACCO;BB;4;4;undirected
BT GROUP;BB;1;1;undirected
G4S;BB;1;1;undirected
HSBC;BB;2;2;undirected
INTERCONTINENTAL HOTELS GROUP;BB;2;2;undirected
RIO TINTO;BB;6;6;undirected
ROYAL DUTCH SHELL;BB;3;3;undirected
SHIRE;BB;2;2;undirected
THE ROYAL BANK OF SCOTLAND GROUP;BB;1;1;undirected
WOLSELEY;BB;1;1;undirected
XSTRATA;BB;5;5;undirected
BABCOCK INTERNATIONAL GROUP ;MT;1;1;undirected
BRITISH AMERICAN TOBACCO;MT;3;3;undirected
BT GROUP;MT;1;1;undirected
CAPITA GROUP;MT;1;1;undirected
COMPASS GROUP;MT;1;1;undirected
G4S;MT;1;1;undirected
GLAXOSMITHKLINE;MT;1;1;undirected
HSBC;MT;7;7;undirected
INTERCONTINENTAL HOTELS GROUP;MT;2;2;undirected
INTERTEK  GROUP;MT;1;1;undirected
LLOYDS BANKING GROUP;MT;1;1;undirected
SHIRE;MT;4;4;undirected
THE WEIR GROUP;MT;2;2;undirected
VODAFONE GROUP;MT;4;4;undirected
BARCLAYS;GH;1;1;undirected
BRITISH AMERICAN TOBACCO;GH;2;2;undirected
BT GROUP;GH;1;1;undirected
DIAGEO;GH;1;1;undirected
G4S;GH;2;2;undirected
INTERTEK  GROUP;GH;2;2;undirected
ROYAL DUTCH SHELL;GH;4;4;undirected
SABMILLER;GH;4;4;undirected
STANDARD CHARTERED;GH;3;3;undirected
THE WEIR GROUP;GH;1;1;undirected
UNILEVER;GH;4;4;undirected
VODAFONE GROUP;GH;1;1;undirected
WPP;GH;3;3;undirected
BRITISH AMERICAN TOBACCO;MW;1;1;undirected
BT GROUP;MW;1;1;undirected
COMPASS GROUP;MW;1;1;undirected
EURASIAN NATURAL RESOURCES CORPORATION;MW;1;1;undirected
G4S;MW;2;2;undirected
OLD MUTUAL;MW;13;13;undirected
PEARSON;MW;1;1;undirected
SABMILLER;MW;2;2;undirected
UNILEVER;MW;1;1;undirected
WPP;MW;1;1;undirected
ASSOCIATED BRITISH FOODS ;MW;3;3;undirected
BAE SYSTEMS;PR;1;1;undirected
BUNZL;PR;1;1;undirected
DIAGEO;PR;1;1;undirected
GLAXOSMITHKLINE;PR;3;3;undirected
INTERCONTINENTAL HOTELS GROUP;PR;1;1;undirected
PEARSON;PR;3;3;undirected
ROYAL DUTCH SHELL;PR;1;1;undirected
SMITH & NEPHEW;PR;1;1;undirected
SMITHS GROUP;PR;1;1;undirected
UNILEVER;PR;3;3;undirected
WPP;PR;6;6;undirected
AMEC ;PR;1;1;undirected
ASSOCIATED BRITISH FOODS ;PR;1;1;undirected
ASTRAZENECA;PR;1;1;undirected
BP;BH;1;1;undirected
BRITISH AMERICAN TOBACCO;BH;1;1;undirected
BT GROUP;BH;1;1;undirected
G4S;BH;3;3;undirected
ICAP;BH;1;1;undirected
INTERTEK  GROUP;BH;1;1;undirected
LEGAL & GENERAL GROUP;BH;2;2;undirected
RIO TINTO;BH;1;1;undirected
RSA INSURANCE GROUP;BH;1;1;undirected
SERCO GROUP;BH;2;2;undirected
UNILEVER;BH;1;1;undirected
UNITED UTILITIES GROUP;BH;2;2;undirected
VODAFONE GROUP;BH;2;2;undirected
WPP;BH;6;6;undirected
BT GROUP;CI;1;1;undirected
G4S;CI;3;3;undirected
IMPERIAL TOBACCO GROUP ;CI;6;6;undirected
INTERTEK  GROUP;CI;2;2;undirected
RANDGOLD RESOURCES;CI;2;2;undirected
RECKITT BENCKISER GROUP;CI;1;1;undirected
ROYAL DUTCH SHELL;CI;6;6;undirected
STANDARD CHARTERED;CI;1;1;undirected
UNILEVER;CI;1;1;undirected
WPP;CI;1;1;undirected
AGGREKO;CI;1;1;undirected
BP;EC;1;1;undirected
BRITISH AMERICAN TOBACCO;EC;1;1;undirected
BT GROUP;EC;1;1;undirected
G4S;EC;5;5;undirected
GLAXOSMITHKLINE;EC;2;2;undirected
ICAP;EC;1;1;undirected
INTERTEK  GROUP;EC;2;2;undirected
RECKITT BENCKISER GROUP;EC;1;1;undirected
ROYAL DUTCH SHELL;EC;1;1;undirected
SABMILLER;EC;3;3;undirected
SMITHS GROUP;EC;1;1;undirected
UNILEVER;EC;1;1;undirected
WPP;EC;1;1;undirected
XSTRATA;EC;1;1;undirected
AGGREKO;EC;1;1;undirected
ASSOCIATED BRITISH FOODS ;EC;1;1;undirected
BABCOCK INTERNATIONAL GROUP ;OM;2;2;undirected
BAE SYSTEMS;OM;2;2;undirected
BP;OM;2;2;undirected
BT GROUP;OM;2;2;undirected
G4S;OM;2;2;undirected
INTERCONTINENTAL HOTELS GROUP;OM;1;1;undirected
PETROFAC INC.;OM;1;1;undirected
RIO TINTO;OM;2;2;undirected
ROYAL DUTCH SHELL;OM;4;4;undirected
RSA INSURANCE GROUP;OM;1;1;undirected
UNILEVER;OM;1;1;undirected
WPP;OM;1;1;undirected
AMEC ;OM;1;1;undirected
ANGLO AMERICAN;OM;2;2;undirected
BP;LB;1;1;undirected
BT GROUP;LB;1;1;undirected
DIAGEO;LB;1;1;undirected
G4S;LB;2;2;undirected
HSBC;LB;4;4;undirected
IMPERIAL TOBACCO GROUP ;LB;1;1;undirected
INTERCONTINENTAL HOTELS GROUP;LB;1;1;undirected
STANDARD CHARTERED;LB;2;2;undirected
UNILEVER;LB;1;1;undirected
WPP;LB;10;10;undirected
BRITISH AMERICAN TOBACCO;BG;5;5;undirected
BT GROUP;BG;1;1;undirected
CAPITA GROUP;BG;1;1;undirected
DIAGEO;BG;1;1;undirected
GLAXOSMITHKLINE;BG;1;1;undirected
IMI;BG;1;1;undirected
IMPERIAL TOBACCO GROUP ;BG;2;2;undirected
INTERTEK  GROUP;BG;1;1;undirected
MARKS AND SPENCER GROUP;BG;1;1;undirected
RECKITT BENCKISER GROUP;BG;1;1;undirected
RIO TINTO;BG;1;1;undirected
ROYAL DUTCH SHELL;BG;1;1;undirected
TATE & LYLE;BG;2;2;undirected
UNILEVER;BG;1;1;undirected
WPP;BG;2;2;undirected
AMEC ;BG;1;1;undirected
ASTRAZENECA;BG;1;1;undirected
BT GROUP;DO;2;2;undirected
CARNIVAL;DO;1;1;undirected
DIAGEO;DO;4;4;undirected
G4S;DO;2;2;undirected
GLAXOSMITHKLINE;DO;2;2;undirected
IMPERIAL TOBACCO GROUP ;DO;2;2;undirected
INTERCONTINENTAL HOTELS GROUP;DO;1;1;undirected
REXAM;DO;1;1;undirected
ROYAL DUTCH SHELL;DO;2;2;undirected
SMITHS GROUP;DO;1;1;undirected
UNILEVER;DO;2;2;undirected
WPP;DO;1;1;undirected
XSTRATA;DO;2;2;undirected
BAE SYSTEMS;HN;1;1;undirected
BRITISH AMERICAN TOBACCO;HN;1;1;undirected
BT GROUP;HN;2;2;undirected
G4S;HN;1;1;undirected
GLAXOSMITHKLINE;HN;1;1;undirected
HSBC;HN;2;2;undirected
INTERTEK  GROUP;HN;1;1;undirected
ROYAL DUTCH SHELL;HN;1;1;undirected
SABMILLER;HN;10;10;undirected
UNILEVER;HN;2;2;undirected
WPP;HN;1;1;undirected
BARCLAYS;UG;2;2;undirected
BRITISH AMERICAN TOBACCO;UG;2;2;undirected
BT GROUP;UG;1;1;undirected
DIAGEO;UG;3;3;undirected
G4S;UG;3;3;undirected
PEARSON;UG;1;1;undirected
RANDGOLD RESOURCES;UG;1;1;undirected
ROYAL DUTCH SHELL;UG;4;4;undirected
SABMILLER;UG;3;3;undirected
STANDARD CHARTERED;UG;1;1;undirected
UNILEVER;UG;1;1;undirected
CAPITAL SHOPPING CENTRES GROUP;AN;1;1;undirected
CARNIVAL;AN;4;4;undirected
GLAXOSMITHKLINE;AN;1;1;undirected
ICAP;AN;1;1;undirected
IMPERIAL TOBACCO GROUP ;AN;3;3;undirected
INTERTEK  GROUP;AN;1;1;undirected
RSA INSURANCE GROUP;AN;1;1;undirected
SABMILLER;AN;4;4;undirected
SMITHS GROUP;AN;1;1;undirected
THE ROYAL BANK OF SCOTLAND GROUP;AN;2;2;undirected
UNILEVER;AN;1;1;undirected
WPP;AN;1;1;undirected
XSTRATA;AN;1;1;undirected
AVIVA;#N/A;1;1;undirected
HSBC;#N/A;2;2;undirected
STANDARD CHARTERED;#N/A;16;16;undirected
WOLSELEY;#N/A;1;1;undirected
XSTRATA;#N/A;1;1;undirected
BT GROUP;SV;2;2;undirected
GLAXOSMITHKLINE;SV;1;1;undirected
HSBC;SV;9;9;undirected
INTERCONTINENTAL HOTELS GROUP;SV;1;1;undirected
INTERTEK  GROUP;SV;1;1;undirected
ROYAL DUTCH SHELL;SV;1;1;undirected
SABMILLER;SV;3;3;undirected
UNILEVER;SV;1;1;undirected
WPP;SV;2;2;undirected
BRITISH AMERICAN TOBACCO;DZ;1;1;undirected
BT GROUP;DZ;1;1;undirected
COMPASS GROUP;DZ;1;1;undirected
G4S;DZ;1;1;undirected
GLAXOSMITHKLINE;DZ;4;4;undirected
INTERTEK  GROUP;DZ;1;1;undirected
PETROFAC INC.;DZ;1;1;undirected
ROYAL DUTCH SHELL;DZ;2;2;undirected
SABMILLER;DZ;5;5;undirected
UNILEVER;DZ;1;1;undirected
